player_name,tourneyName,round,activeHole,total_gross,toPar_gross,courseName,teetype,PAR,rating,slope,new_total_gross
L_Richards79,Q-School (9-hole),2,10,39,4,Sand Valley,White,35,69.6,127,39
Macdo147,Q-School (9-hole),1,10,37,1,Mammoth Dunes,White,36,68.4,117,37
Macdo147,Q-School (9-hole),2,10,37,2,Sand Valley,White,35,69.6,127,37
masdsavage,Q-School (9-hole),1,10,41,5,Mammoth Dunes,White,36,68.4,117,41
masdsavage,Q-School (9-hole),2,10,47,12,Sand Valley,White,35,69.6,127,47
matthewgunn222,Q-School (9-hole),1,10,42,6,Mammoth Dunes,White,36,68.4,117,42
matthewgunn222,Q-School (9-hole),2,10,36,1,Sand Valley,White,35,69.6,127,36
mfore23,Q-School (9-hole),1,19,73,0,Mammoth Dunes,White,73,68.4,117,36
mfore23,Q-School (9-hole),2,19,70,-2,Sand Valley,White,72,69.6,127,33
Mfwhebbe,Q-School (9-hole),1,19,78,5,Mammoth Dunes,White,73,68.4,117,41
Mfwhebbe,Q-School (9-hole),2,19,78,6,Sand Valley,White,72,69.6,127,41
Michael,Q-School (9-hole),1,19,80,7,Mammoth Dunes,White,73,68.4,117,43
Michael,Q-School (9-hole),2,19,85,13,Sand Valley,White,72,69.6,127,48
MMackbee,Q-School (9-hole),1,10,33,-3,Mammoth Dunes,White,36,68.4,117,33
MMackbee,Q-School (9-hole),2,10,31,-4,Sand Valley,White,35,69.6,127,31
mvjindra,Q-School (9-hole),1,10,43,7,Mammoth Dunes,White,36,68.4,117,43
mvjindra,Q-School (9-hole),2,10,46,11,Sand Valley,White,35,69.6,127,46
Noskie,Q-School (9-hole),1,10,34,-2,Mammoth Dunes,White,36,68.4,117,34
Noskie,Q-School (9-hole),2,10,33,-2,Sand Valley,White,35,69.6,127,33
obi213,Q-School (9-hole),1,19,80,7,Mammoth Dunes,White,73,68.4,117,43
obi213,Q-School (9-hole),2,19,79,7,Sand Valley,White,72,69.6,127,42
oneofone,Q-School (9-hole),1,19,82,9,Mammoth Dunes,White,73,68.4,117,45
oneofone,Q-School (9-hole),2,19,84,12,Sand Valley,White,72,69.6,127,47
pdougla002,Q-School (9-hole),1,10,43,7,Mammoth Dunes,White,36,68.4,117,43
pdougla002,Q-School (9-hole),2,10,43,8,Sand Valley,White,35,69.6,127,43
rothin8or,Q-School (9-hole),1,10,44,8,Mammoth Dunes,White,36,68.4,117,44
rothin8or,Q-School (9-hole),2,10,33,-2,Sand Valley,White,35,69.6,127,33
RT_Chuckology,Q-School (9-hole),1,19,78,5,Mammoth Dunes,White,73,68.4,117,41
RT_Chuckology,Q-School (9-hole),2,10,44,9,Sand Valley,White,35,69.6,127,44
samchoi714,Q-School (9-hole),1,19,79,6,Mammoth Dunes,White,73,68.4,117,42
samchoi714,Q-School (9-hole),2,19,80,8,Sand Valley,White,72,69.6,127,43
thewhisqur,Q-School (9-hole),1,19,71,-2,Mammoth Dunes,White,73,68.4,117,34
thewhisqur,Q-School (9-hole),2,10,32,-3,Sand Valley,White,35,69.6,127,32
TimCorlett,Q-School (9-hole),1,19,77,4,Mammoth Dunes,White,73,68.4,117,40
TimCorlett,Q-School (9-hole),2,10,42,7,Sand Valley,White,35,69.6,127,42
Tmunz06,Q-School (9-hole),1,10,43,7,Mammoth Dunes,White,36,68.4,117,43
Tmunz06,Q-School (9-hole),2,10,39,4,Sand Valley,White,35,69.6,127,39
travishunt23,Q-School (9-hole),1,10,41,5,Mammoth Dunes,White,36,68.4,117,41
travishunt23,Q-School (9-hole),2,10,43,8,Sand Valley,White,35,69.6,127,43
Wally18,Q-School (9-hole),1,19,91,18,Mammoth Dunes,White,73,68.4,117,54
Wally18,Q-School (9-hole),2,19,90,18,Sand Valley,White,72,69.6,127,53
zelbro,Q-School (9-hole),1,10,46,10,Mammoth Dunes,White,36,68.4,117,46
zelbro,Q-School (9-hole),2,10,45,10,Sand Valley,White,35,69.6,127,45
